Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt,State,Throttle_Level
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7224.4094488189,Critical,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7224.08664824978,Critical,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7222.50725229345,Critical,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7219.24707607204,Critical,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7214.19624401878,Critical,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7207.68553357665,Critical,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7200.22508859633,Critical,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7199.87057341423,Caution,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7198.80079558266,Caution,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7197.36102386863,Caution,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7196.27216334198,Caution,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7194.80971159772,Caution,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7193.70579320511,Caution,high
1,0,0,0,1,0,0,83.310745939045,7.73625061392989,7180,2.04049678264033,0.792021732351416,7192.22569814133,Caution,high
1,0,0,0,1,0,1,-154.171136337182,23.8036610604256,7180,2.60112011531753,0.79290568277611,7199.87213153734,Caution,high
1,0,0,0,1,0,1,-154.171136337182,23.8036610604256,7180,2.60112011531753,0.79290568277611,7198.99272307326,Caution,high
1,0,0,0,1,0,1,-154.171136337182,23.8036610604256,7180,2.60112011531753,0.79290568277611,7197.65340222062,Caution,high
1,0,0,0,1,0,1,-154.171136337182,23.8036610604256,7180,2.60112011531753,0.79290568277611,7196.29187045328,Caution,high
1,0,0,0,1,0,1,-154.171136337182,23.8036610604256,7180,2.60112011531753,0.79290568277611,7194.91037529866,Caution,high
1,0,0,0,1,0,1,-154.171136337182,23.8036610604256,7180,2.60112011531753,0.79290568277611,7193.51110455407,Caution,high
1,0,0,0,1,0,1,-154.171136337182,23.8036610604256,7180,2.60112011531753,0.79290568277611,7192.09617959637,Caution,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7192.67512751304,Caution,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7193.46801153705,Caution,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7195.06389789513,Caution,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7195.86682217717,Caution,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7197.48231763467,Caution,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7198.29476849874,Caution,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7199.92881197066,Caution,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7200.75029114433,Critical,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7208.26487960327,Critical,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7215.9604303235,Critical,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7223.78404106148,Critical,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7231.68689817885,Critical,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7239.6264659461,Critical,high
1,0,0,0,1,0,0,109.218630958886,3.03645613729905,7180,17.1663262643162,0.791073668503255,7248.44790302917,Critical,high
1,0,0,0,1,0,0,80.8792900474206,31.9961366375229,7180,2.49006155674055,0.767879076408386,7224.4094488189,Critical,high
1,0,0,0,1,0,0,80.8792900474206,31.9961366375229,7180,2.49006155674055,0.767879076408386,7224.10983021853,Critical,high
1,0,0,0,1,0,0,80.8792900474206,31.9961366375229,7180,2.49006155674055,0.767879076408386,7222.56702581092,Critical,high
1,0,0,0,1,0,0,80.8792900474206,31.9961366375229,7180,2.49006155674055,0.767879076408386,7219.31970196457,Critical,high
1,0,0,0,1,0,0,80.8792900474206,31.9961366375229,7180,2.49006155674055,0.767879076408386,7214.5196566675,Critical,high
