Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.4094488189
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.4066614494
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.39835526276
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.38473746417
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.36602906993
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.3424617083
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.31427610253
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.28171846604
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.24503878064
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.2044887981
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.16032022847
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.11278310714
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.0621243324
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7224.00858636547
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.95240608455
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.8938137848
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.83303231598
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.77027634942
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.70575176636
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.63965515962
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.5721734405
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.50348354347
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.43375222075
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.36313591963
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.29178073518
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.21982243155
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.14738652497
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.07458842226
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7223.00153360842
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.92831787763
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.85502760198
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.78174003264
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.70852362853
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.63543840783
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.56253631782
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.4898616192
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.4174512809
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.34533538213
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.2735375182
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.20207520754
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.13096029696
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7222.06019936307
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.98979410748
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.91974174412
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.85003537689
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.78066436633
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.71161468397
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.64286925342
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.57440827737
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.50620954979
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.43824875275
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.37049973773
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.30293479093
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.23552488257
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.16823990028
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.10104886652
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7221.03392014039
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.96682160397
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.89972083358
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.83258525648
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.76538229328
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.6980794867
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.63064461723
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.5630458061
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.49525160644
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.42723108295
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.35895388086
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.29039028485
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.22151126842
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.15228853441
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.08269454738
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7220.01270255828
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.94228662216
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.87142160944
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.80008321133
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.72824793988
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.6558931233
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.58299689699
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.50953819071
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.43549671242
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.36085292927
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.28558804597
1,0,0,0,0,0,0,24.4278765671961,37.7984989672743,7180,11.1444497894466,0.3134043832846,7219.20968398106
