Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.4094488189
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.40913863776
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.4081414832
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.40645933116
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.40408284252
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.40099297819
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.39716118711
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.39255154086
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.38712141124
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.380822456
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.37360154195
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.36540160617
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.35616245655
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.34582151278
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.33431448943
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.32157602282
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.30754024346
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.29214129621
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.27531381011
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.2569933202
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.23711664356
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.21562221182
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.19245036255
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.16754359191
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.14084677076
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.1123073267
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.08187539424
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.04950393544
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7224.01514883302
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.97876895839
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.94032621633
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.89978556853
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.85711503785
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.8122856951
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.76527163011
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.71604990881
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.66460051773
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.6109062976
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.5549528674
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.49672853999
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.43622423089
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.373433361
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.30835175459
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.24097753342
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.17131100789
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.09935456612
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7223.02511256166
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7222.94859120062
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7222.8697984287
1,0,0,0,0,0,0,-18.597822947309,13.3396247704377,7180,20.6897784621086,0.833356916462673,7222.78874381882
