Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt,State
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.4094488189,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.40916009187,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.40830276451,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.40700600232,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.40535909154,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.40332369481,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.40067357824,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.39709090661,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.39224607999,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.38582163822,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.37754860133,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.36730877142,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.35511664312,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.34101468497,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.32499251589,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.30696969597,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.28682734334,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.26444765799,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.23973585228,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.21262065878,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.18304400193,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.15094982209,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.11627855942,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.07896737011,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7224.03895318059,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.99617569042,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.95057853564,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.90210903185,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.85071708955,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.79635426954,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.73897358294,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.67852858995,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.61496819654,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.54822467099,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.47822607903,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.40491983315,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.328280848,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.24830453415,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.16499626296,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7223.07836247975,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.98840797841,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.89513721023,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.79855695549,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.69867828718,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.59551699807,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.48909283546,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.37942834011,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.26654792775,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.15047744539,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7222.03124409757,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7221.90887650687,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7221.78340471928,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7221.65486008536,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7221.52327504835,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7221.38868290852,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7221.25111761907,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7221.11061363258,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7220.96720578795,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7220.82092921596,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7220.67181924675,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7220.51991131309,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7220.36524085213,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7220.20784321326,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7220.04775357127,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7219.88500684936,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7219.71963766375,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7219.55168026154,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7219.38116846964,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7219.20813564678,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7219.0326146417,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7218.85463775648,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7218.67423671566,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7218.49144264048,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7218.30628602806,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7218.11879673503,Critical
1,0,0,0,1,0,0,132.685317548825,15.7118820489121,7180,3.97615808228034,0.873112186389928,7217.92900396491,Critical
